<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;60;20170925;120000;57.6412000;57.6503000;57.5000000;57.5545000;1253
USDRUB;60;20170925;130000;57.5632000;57.6742000;57.5174000;57.5928000;5191
USDRUB;60;20170925;140000;57.6056000;57.6703000;57.4104000;57.6072000;19654
USDRUB;60;20170925;150000;57.6127000;57.6136000;57.2284000;57.2898000;20414
USDRUB;60;20170925;160000;57.3038000;57.3667000;57.1913000;57.3001000;17464
USDRUB;60;20170925;170000;57.3119000;57.4206000;57.2610000;57.3588000;14537
USDRUB;60;20170925;180000;57.3616000;57.3618000;57.2047000;57.3287000;15029
USDRUB;60;20170925;190000;57.3259000;57.4737000;57.2797000;57.4544000;15917
USDRUB;60;20170925;200000;57.4672000;57.5198000;57.3341000;57.3896000;19610
USDRUB;60;20170925;210000;57.3922000;57.5924000;57.2854000;57.5571000;19679
USDRUB;60;20170925;220000;57.5450000;57.7004000;57.4600000;57.6887000;20226
USDRUB;60;20170925;230000;57.6728000;57.7498000;57.5887000;57.6983000;11861
USDRUB;60;20170926;000000;57.6973000;57.7121000;57.4724000;57.5254000;9693
USDRUB;60;20170926;010000;57.5230000;57.5674000;57.4562000;57.5638000;9220
USDRUB;60;20170926;020000;57.5642000;57.5731000;57.4587000;57.5168000;7446
USDRUB;60;20170926;030000;57.5161000;57.5705000;57.4600000;57.4976000;6371
USDRUB;60;20170926;040000;57.5162000;57.7040000;57.5157000;57.6179000;64
USDRUB;60;20170926;050000;57.6304000;57.6400000;57.5287000;57.5772000;66
USDRUB;60;20170926;060000;57.5806000;57.6627000;57.5299000;57.5752000;77
USDRUB;60;20170926;070000;57.5875000;57.5875000;57.5249000;57.5684000;41
USDRUB;60;20170926;080000;57.5710000;57.5799000;57.5184000;57.5277000;86
USDRUB;60;20170926;090000;57.5561000;57.5779000;57.4939000;57.5620000;84
USDRUB;60;20170926;100000;57.5578000;57.5770000;57.4149000;57.4905000;613
USDRUB;60;20170926;110000;57.4817000;57.4973000;57.3899000;57.4200000;361
USDRUB;60;20170926;120000;57.4588000;57.4717000;57.3624000;57.3985000;1085
USDRUB;60;20170926;130000;57.4103000;57.4491000;57.2139000;57.4317000;2652
USDRUB;60;20170926;140000;57.4333000;57.6666000;57.3129000;57.5333000;26135
USDRUB;60;20170926;150000;57.5190000;57.5453000;57.3676000;57.5011000;16653
USDRUB;60;20170926;160000;57.5003000;57.5948000;57.4040000;57.5781000;15207
USDRUB;60;20170926;170000;57.5811000;57.6240000;57.4902000;57.5900000;13301
USDRUB;60;20170926;180000;57.5891000;57.6937000;57.4850000;57.6410000;15219
USDRUB;60;20170926;190000;57.6429000;57.7196000;57.5832000;57.6471000;18930
USDRUB;60;20170926;200000;57.6471000;57.7451000;57.5721000;57.6905000;17948
USDRUB;60;20170926;210000;57.6987000;57.7587000;57.5720000;57.7381000;19322
USDRUB;60;20170926;220000;57.7268000;57.9137000;57.6934000;57.8823000;17782
USDRUB;60;20170926;230000;57.8843000;58.1488000;57.8248000;58.0413000;17526
USDRUB;60;20170927;000000;58.0418000;58.0544000;57.7665000;57.8151000;13516
USDRUB;60;20170927;010000;57.8173000;57.8779000;57.7563000;57.8257000;8780
USDRUB;60;20170927;020000;57.8277000;57.8771000;57.7820000;57.8605000;5006
USDRUB;60;20170927;030000;57.8535000;57.8801000;57.7750000;57.8718000;5707
USDRUB;60;20170927;040000;57.8748000;57.8950000;57.8270000;57.8930000;64
USDRUB;60;20170927;050000;57.8825000;57.8969000;57.8442000;57.8574000;59
USDRUB;60;20170927;060000;57.8545000;57.9055000;57.8330000;57.8506000;52
USDRUB;60;20170927;070000;57.8510000;57.8784000;57.7900000;57.7900000;84
USDRUB;60;20170927;080000;57.8305000;57.8784000;57.7776000;57.8057000;502
USDRUB;60;20170927;090000;57.8281000;57.8800000;57.7765000;57.8510000;125
USDRUB;60;20170927;100000;57.8830000;57.8860000;57.8191000;57.8255000;805
USDRUB;60;20170927;110000;57.8621000;57.8837000;57.7650000;57.8268000;801
USDRUB;60;20170927;120000;57.8563000;57.8636000;57.8075000;57.8545000;879
USDRUB;60;20170927;130000;57.8510000;58.2819000;57.8210000;58.0740000;2882
USDRUB;60;20170927;140000;58.0778000;58.2488000;57.8688000;57.9153000;27007
USDRUB;60;20170927;150000;57.9053000;58.1640000;57.7620000;58.1606000;24360
USDRUB;60;20170927;160000;58.1579000;58.2504000;58.0369000;58.1859000;19777
USDRUB;60;20170927;170000;58.2003000;58.2125000;58.0269000;58.1610000;15707
USDRUB;60;20170927;180000;58.1400000;58.2338000;58.0517000;58.1058000;15762
USDRUB;60;20170927;190000;58.1049000;58.3671000;58.0342000;58.3227000;21699
USDRUB;60;20170927;200000;58.3259000;58.3772000;58.1858000;58.2838000;22877
USDRUB;60;20170927;210000;58.2742000;58.2914000;58.0683000;58.1489000;24765
USDRUB;60;20170927;220000;58.1502000;58.2088000;58.0309000;58.2055000;16545
USDRUB;60;20170927;230000;58.2064000;58.2113000;58.0387000;58.1181000;13294
USDRUB;60;20170928;000000;58.1216000;58.1938000;58.0670000;58.1791000;9234
USDRUB;60;20170928;010000;58.1806000;58.1814000;58.0830000;58.1491000;8828
USDRUB;60;20170928;020000;58.1506000;58.1945000;58.0880000;58.1758000;7168
USDRUB;60;20170928;030000;58.1755000;58.2001000;58.1400000;58.1782000;4009
USDRUB;60;20170928;040000;58.1925000;58.2108000;58.1550000;58.1786000;561
USDRUB;60;20170928;050000;58.2005000;58.2047000;58.1550000;58.1828000;769
USDRUB;60;20170928;060000;58.1828000;58.2044000;58.1767000;58.1826000;1012
USDRUB;60;20170928;070000;58.1997000;58.2049000;58.1530000;58.1720000;818
USDRUB;60;20170928;080000;58.1954000;58.1954000;58.1410000;58.1598000;727
USDRUB;60;20170928;090000;58.1823000;58.2057000;58.1493000;58.1932000;260
USDRUB;60;20170928;100000;58.2009000;58.2242000;58.1370000;58.2041000;893
USDRUB;60;20170928;110000;58.2301000;58.2386000;58.1460000;58.1940000;1066
USDRUB;60;20170928;120000;58.2091000;58.2605000;58.1600000;58.2434000;1210
USDRUB;60;20170928;130000;58.2434000;58.4418000;58.2210000;58.4240000;4182
USDRUB;60;20170928;140000;58.4340000;58.5795000;58.3059000;58.3612000;26600
USDRUB;60;20170928;150000;58.3612000;58.3621000;58.1738000;58.2358000;19507
USDRUB;60;20170928;160000;58.2380000;58.2397000;58.0659000;58.1760000;20530
USDRUB;60;20170928;170000;58.1749000;58.1980000;58.0046000;58.0749000;17542
USDRUB;60;20170928;180000;58.0936000;58.1859000;58.0075000;58.1555000;15825
USDRUB;60;20170928;190000;58.1576000;58.1587000;57.9292000;58.0802000;22847
USDRUB;60;20170928;200000;58.0777000;58.0830000;57.8589000;57.9129000;22344
USDRUB;60;20170928;210000;57.9656000;58.0278000;57.8779000;57.9295000;19880
USDRUB;60;20170928;220000;57.9289000;58.0555000;57.8742000;58.0521000;17652
USDRUB;60;20170928;230000;58.0463000;58.1134000;57.9525000;58.0038000;14011
USDRUB;60;20170929;000000;58.0094000;58.0331000;57.9075000;57.9570000;8663
USDRUB;60;20170929;010000;57.9619000;57.9939000;57.8738000;57.9267000;8717
USDRUB;60;20170929;020000;57.9305000;57.9673000;57.8725000;57.9207000;6396
USDRUB;60;20170929;030000;57.9220000;57.9488000;57.8613000;57.9015000;3628
USDRUB;60;20170929;040000;57.9199000;57.9346000;57.8574000;57.8915000;195
USDRUB;60;20170929;050000;57.9214000;57.9525000;57.8895000;57.8990000;420
USDRUB;60;20170929;060000;57.9255000;57.9480000;57.8768000;57.9237000;3907
USDRUB;60;20170929;070000;57.9322000;57.9497000;57.8650000;57.9085000;465
USDRUB;60;20170929;080000;57.9227000;57.9783000;57.8650000;57.9507000;723
USDRUB;60;20170929;090000;57.9671000;58.0080000;57.9450000;57.9905000;331
USDRUB;60;20170929;100000;58.0042000;58.0367000;57.9650000;58.0038000;408
USDRUB;60;20170929;110000;58.0257000;58.0359000;57.9920000;58.0109000;866
USDRUB;60;20170929;120000;58.0262000;58.0372000;57.9200000;57.9919000;913
USDRUB;60;20170929;130000;58.0139000;58.0340000;57.8850000;57.9399000;1875
USDRUB;60;20170929;140000;57.9222000;58.0997000;57.8919000;57.9597000;20272
USDRUB;60;20170929;150000;57.9475000;58.0062000;57.7833000;57.8300000;14853
USDRUB;60;20170929;160000;57.8828000;57.8955000;57.7082000;57.8119000;14455
USDRUB;60;20170929;170000;57.8093000;57.8836000;57.6906000;57.7948000;13842
USDRUB;60;20170929;180000;57.7954000;57.8437000;57.6793000;57.7936000;16161
USDRUB;60;20170929;190000;57.7947000;57.8453000;57.4428000;57.5190000;26531
USDRUB;60;20170929;200000;57.5197000;57.7852000;57.4256000;57.7175000;23540
USDRUB;60;20170929;210000;57.7197000;57.7317000;57.4832000;57.5286000;21417
USDRUB;60;20170929;220000;57.5575000;57.5987000;57.4201000;57.5976000;16598
USDRUB;60;20170929;230000;57.5767000;57.6038000;57.4673000;57.5649000;10138
USDRUB;60;20170930;000000;57.5638000;57.5762000;57.4904000;57.5661000;7917
USDRUB;60;20170930;010000;57.5657000;57.5865000;57.5048000;57.5774000;7246
USDRUB;60;20170930;020000;57.5774000;57.5922000;57.4746000;57.5479000;6796
USDRUB;60;20170930;030000;57.5327000;57.5550000;57.4310000;57.5165000;6401
USDRUB;60;20170930;040000;57.5280000;57.5881000;57.5202000;57.5428000;19
USDRUB;60;20170930;050000;57.5270000;57.5428000;57.5270000;57.5428000;10
USDRUB;60;20171001;230000;57.5270000;57.5270000;57.5270000;57.5270000;12
USDRUB;60;20171002;000000;57.5270000;57.5270000;57.5270000;57.5270000;12
USDRUB;60;20171002;010000;57.5270000;57.6600000;57.5270000;57.5461000;25
USDRUB;60;20171002;020000;57.5904000;57.5950000;57.5411000;57.5485000;25
USDRUB;60;20171002;030000;57.5687000;57.5830000;57.5412000;57.5830000;24
USDRUB;60;20171002;040000;57.5687000;57.6760000;57.5412000;57.6093000;36
USDRUB;60;20171002;050000;57.6218000;57.6760000;57.4990000;57.5400000;122
USDRUB;60;20171002;060000;57.5453000;57.5916000;57.4990000;57.5541000;128
USDRUB;60;20171002;070000;57.5548000;57.6240000;57.3106000;57.5288000;328
USDRUB;60;20171002;080000;57.5407000;57.6830000;57.5191000;57.6650000;864
USDRUB;60;20171002;090000;57.6698000;57.6713000;57.5700000;57.6030000;1598
USDRUB;60;20171002;100000;57.6185000;57.6287000;57.5829000;57.6085000;997
USDRUB;60;20171002;110000;57.6181000;57.6408000;57.5910000;57.6054000;1264
USDRUB;60;20171002;120000;57.6217000;57.6896000;57.5910000;57.6768000;1527
USDRUB;60;20171002;130000;57.6765000;57.7271000;57.6000000;57.6830000;3099
USDRUB;60;20171002;140000;57.6729000;57.9057000;57.5603000;57.8188000;24138
USDRUB;60;20171002;150000;57.8154000;57.9526000;57.7297000;57.8124000;19730
USDRUB;60;20171002;160000;57.8098000;57.8863000;57.7496000;57.8806000;12916
USDRUB;60;20171002;170000;57.8806000;57.9874000;57.8325000;57.9040000;14585
USDRUB;60;20171002;180000;57.9206000;57.9736000;57.8533000;57.9347000;13837
USDRUB;60;20171002;190000;57.9375000;57.9552000;57.7884000;57.8810000;18898
USDRUB;60;20171002;200000;57.8715000;57.9084000;57.7563000;57.8825000;17703
USDRUB;60;20171002;210000;57.8900000;57.9637000;57.7581000;57.8794000;20659
USDRUB;60;20171002;220000;57.8727000;57.9587000;57.8073000;57.9099000;16002
USDRUB;60;20171002;230000;57.9107000;57.9371000;57.8087000;57.8894000;10865
USDRUB;60;20171003;000000;57.8894000;57.9501000;57.8373000;57.9124000;7682
USDRUB;60;20171003;010000;57.9133000;57.9197000;57.8073000;57.8637000;7404
USDRUB;60;20171003;020000;57.8611000;57.9305000;57.8135000;57.9088000;6075
USDRUB;60;20171003;030000;57.9132000;57.9450000;57.7448000;57.8366000;4056
USDRUB;60;20171003;040000;57.9253000;57.9920000;57.7586000;57.8004000;213
USDRUB;60;20171003;050000;57.8247000;58.0250000;57.7696000;57.8869000;201
USDRUB;60;20171003;060000;57.8877000;57.9853000;57.8648000;57.8734000;227
USDRUB;60;20171003;070000;57.8813000;57.9580000;57.8714000;57.8770000;128
USDRUB;60;20171003;080000;57.8978000;57.9986000;57.8749000;57.9579000;165
USDRUB;60;20171003;090000;57.9729000;58.0020000;57.9110000;57.9590000;113
USDRUB;60;20171003;100000;57.9898000;58.0329000;57.9560000;58.0038000;92
USDRUB;60;20171003;110000;58.0123000;58.0429000;57.9698000;58.0270000;215
USDRUB;60;20171003;120000;58.0414000;58.0419000;57.9260000;57.9750000;173
USDRUB;60;20171003;130000;58.0081000;58.0112000;57.7800000;57.9990000;2001
USDRUB;60;20171003;140000;58.0028000;58.0538000;57.8088000;57.9294000;17324
USDRUB;60;20171003;150000;57.9318000;58.0330000;57.8326000;57.9909000;15314
USDRUB;60;20171003;160000;57.9834000;58.0274000;57.8819000;58.0144000;13211
USDRUB;60;20171003;170000;58.0111000;58.0448000;57.8808000;57.9624000;11117
USDRUB;60;20171003;180000;57.9620000;58.0506000;57.8922000;58.0020000;11486
USDRUB;60;20171003;190000;58.0011000;58.1655000;57.9425000;58.1164000;19177
USDRUB;60;20171003;200000;58.1194000;58.1254000;57.8291000;57.9224000;20193
USDRUB;60;20171003;210000;57.9246000;57.9605000;57.7913000;57.9399000;18591
USDRUB;60;20171003;220000;57.9374000;57.9423000;57.8059000;57.8701000;12725
USDRUB;60;20171003;230000;57.8706000;57.9192000;57.7713000;57.8375000;8059
USDRUB;60;20171004;000000;57.8374000;57.8827000;57.7760000;57.8645000;4144
USDRUB;60;20171004;010000;57.8761000;57.8868000;57.7948000;57.8379000;4119
USDRUB;60;20171004;020000;57.8374000;57.9026000;57.7885000;57.8868000;4108
USDRUB;60;20171004;030000;57.8891000;57.9355000;57.8023000;57.8773000;3549
USDRUB;60;20171004;040000;57.9292000;57.9446000;57.8773000;57.9153000;76
USDRUB;60;20171004;050000;57.9374000;58.0270000;57.8773000;57.9486000;156
USDRUB;60;20171004;060000;57.9611000;58.0020000;57.7423000;57.9238000;184
USDRUB;60;20171004;070000;57.9191000;58.0135000;57.8110000;57.8858000;601
USDRUB;60;20171004;080000;57.8728000;57.9068000;57.7810000;57.8703000;947
USDRUB;60;20171004;090000;57.8879000;57.8879000;57.7860000;57.8316000;182
USDRUB;60;20171004;100000;57.8620000;57.8620000;57.8236000;57.8294000;109
USDRUB;60;20171004;110000;57.8415000;58.0276000;57.8060000;57.8967000;417
USDRUB;60;20171004;120000;57.9106000;57.9106000;57.7760000;57.7810000;214
USDRUB;60;20171004;130000;57.8272000;57.8351000;57.6600000;57.7477000;790
USDRUB;60;20171004;140000;57.7455000;57.8383000;57.6570000;57.7796000;19306
USDRUB;60;20171004;150000;57.7827000;57.8766000;57.7088000;57.7933000;15299
USDRUB;60;20171004;160000;57.7921000;57.8244000;57.7218000;57.8143000;11669
USDRUB;60;20171004;170000;57.8149000;57.8202000;57.5463000;57.6130000;17233
USDRUB;60;20171004;180000;57.6135000;57.6600000;57.4990000;57.5625000;16713
USDRUB;60;20171004;190000;57.5622000;57.6513000;57.4935000;57.5716000;19853
USDRUB;60;20171004;200000;57.5835000;57.6699000;57.5213000;57.6348000;17006
USDRUB;60;20171004;210000;57.6377000;57.7478000;57.5021000;57.5664000;23933
USDRUB;60;20171004;220000;57.5636000;57.6194000;57.4761000;57.5438000;16462
USDRUB;60;20171004;230000;57.5427000;57.6663000;57.4923000;57.6382000;10885
USDRUB;60;20171005;000000;57.6525000;57.6874000;57.5730000;57.6332000;9203
USDRUB;60;20171005;010000;57.6447000;57.6674000;57.5898000;57.6481000;8043
USDRUB;60;20171005;020000;57.6493000;57.6638000;57.5760000;57.6535000;5412
USDRUB;60;20171005;030000;57.6555000;57.6816000;57.5773000;57.6709000;4636
USDRUB;60;20171005;040000;57.6719000;57.6965000;57.6248000;57.6750000;127
USDRUB;60;20171005;050000;57.6923000;57.6941000;57.6426000;57.6530000;173
USDRUB;60;20171005;060000;57.6845000;57.6948000;57.6530000;57.6560000;331
USDRUB;60;20171005;070000;57.6956000;57.6986000;57.6360000;57.6772000;436
USDRUB;60;20171005;080000;57.7038000;57.7051000;57.5785000;57.6689000;201
USDRUB;60;20171005;090000;57.6797000;57.7160000;57.5785000;57.6770000;238
USDRUB;60;20171005;100000;57.6563000;57.7078000;57.5685000;57.7030000;185
USDRUB;60;20171005;110000;57.7155000;57.7198000;57.5410000;57.6630000;259
USDRUB;60;20171005;120000;57.6634000;57.6885000;57.5510000;57.6665000;224
USDRUB;60;20171005;130000;57.6767000;57.7337000;57.6250000;57.7010000;477
USDRUB;60;20171005;140000;57.6996000;57.7180000;57.4706000;57.5303000;20848
USDRUB;60;20171005;150000;57.5298000;57.5972000;57.3322000;57.4526000;20463
USDRUB;60;20171005;160000;57.4401000;57.5430000;57.3359000;57.4520000;17069
USDRUB;60;20171005;170000;57.4658000;57.5415000;57.3804000;57.4640000;13606
USDRUB;60;20171005;180000;57.4763000;57.5721000;57.4033000;57.5551000;18312
USDRUB;60;20171005;190000;57.5525000;57.5568000;57.4038000;57.4624000;18989
USDRUB;60;20171005;200000;57.4497000;57.5467000;57.3971000;57.4805000;18791
USDRUB;60;20171005;210000;57.4600000;57.5324000;57.3572000;57.4640000;20013
USDRUB;60;20171005;220000;57.4640000;57.5187000;57.4077000;57.5166000;14534
USDRUB;60;20171005;230000;57.4630000;57.5263000;57.4248000;57.5038000;10203
USDRUB;60;20171006;000000;57.5066000;57.6224000;57.4620000;57.6089000;10187
USDRUB;60;20171006;010000;57.6088000;57.6320000;57.5395000;57.6251000;8528
USDRUB;60;20171006;020000;57.6250000;57.6732000;57.5636000;57.6596000;6407
USDRUB;60;20171006;030000;57.6648000;57.7555000;57.6148000;57.7180000;4980
USDRUB;60;20171006;040000;57.7149000;57.7404000;57.6608000;57.7186000;795
USDRUB;60;20171006;050000;57.7311000;57.7802000;57.6898000;57.7330000;207
USDRUB;60;20171006;060000;57.7545000;57.7634000;57.6758000;57.7320000;167
USDRUB;60;20171006;070000;57.7445000;57.7700000;57.6810000;57.6980000;133
USDRUB;60;20171006;080000;57.7105000;57.7435000;57.6963000;57.6978000;64
USDRUB;60;20171006;090000;57.7103000;57.7472000;57.6958000;57.7375000;108
USDRUB;60;20171006;100000;57.7230000;57.7500000;57.6972000;57.6994000;64
USDRUB;60;20171006;110000;57.7275000;57.7942000;57.6810000;57.7390000;334
USDRUB;60;20171006;120000;57.7544000;57.7780000;57.6460000;57.7327000;778
USDRUB;60;20171006;130000;57.7323000;57.8180000;57.6800000;57.7380000;2424
USDRUB;60;20171006;140000;57.7244000;57.8494000;57.6320000;57.7515000;20170
USDRUB;60;20171006;150000;57.7607000;57.8021000;57.6718000;57.7993000;15116
USDRUB;60;20171006;160000;57.7968000;57.8199000;57.6662000;57.7170000;13058
USDRUB;60;20171006;170000;57.7297000;57.8160000;57.6761000;57.7723000;14234
USDRUB;60;20171006;180000;57.7190000;57.8545000;57.7190000;57.8106000;14787
USDRUB;60;20171006;190000;57.7589000;58.0968000;57.7508000;58.0836000;34786
USDRUB;60;20171006;200000;58.0291000;58.2526000;58.0033000;58.1779000;31903
USDRUB;60;20171006;210000;58.1783000;58.2616000;58.0622000;58.1670000;26058
USDRUB;60;20171006;220000;58.1655000;58.2341000;58.0732000;58.1367000;17500
USDRUB;60;20171006;230000;58.1497000;58.2069000;58.0925000;58.1735000;11211
USDRUB;60;20171007;000000;58.1735000;58.1918000;58.1031000;58.1763000;9233
USDRUB;60;20171007;010000;58.1796000;58.1975000;58.1150000;58.1863000;8545
USDRUB;60;20171007;020000;58.1863000;58.1990000;58.1326000;58.1946000;4930
USDRUB;60;20171007;030000;58.1879000;58.2047000;58.0670000;58.1030000;4533
USDRUB;60;20171007;040000;58.1485000;58.2228000;58.1422000;58.1750000;19
USDRUB;60;20171007;050000;58.1750000;58.1802000;58.1750000;58.1802000;10
USDRUB;60;20171008;230000;58.1750000;58.1750000;58.1750000;58.1750000;1
USDRUB;60;20171009;000000;58.1750000;58.1750000;58.1750000;58.1750000;12
USDRUB;60;20171009;010000;58.1750000;58.1867000;58.1382000;58.1431000;24
USDRUB;60;20171009;020000;58.1809000;58.1809000;57.9580000;58.1471000;25
USDRUB;60;20171009;030000;58.1216000;58.1540000;58.0122000;58.0122000;24
USDRUB;60;20171009;040000;58.1216000;58.1533000;57.9592000;58.0218000;25
USDRUB;60;20171009;050000;58.0841000;58.1283000;57.9915000;58.1145000;81
USDRUB;60;20171009;060000;58.1270000;58.1655000;58.1055000;58.1625000;142
USDRUB;60;20171009;070000;58.1520000;58.1925000;58.1000000;58.1489000;622
USDRUB;60;20171009;080000;58.1597000;58.1853000;58.1000000;58.1438000;447
USDRUB;60;20171009;090000;58.1487000;58.1535000;58.0950000;58.1410000;581
USDRUB;60;20171009;100000;58.1406000;58.1647000;58.0850000;58.1360000;1284
USDRUB;60;20171009;110000;58.1352000;58.1510000;58.0700000;58.1490000;1622
USDRUB;60;20171009;120000;58.1490000;58.1740000;58.0900000;58.1620000;1492
USDRUB;60;20171009;130000;58.1620000;58.4386000;58.1300000;58.3350000;4236
USDRUB;60;20171009;140000;58.3350000;58.4160000;58.1950000;58.2925000;22125
USDRUB;60;20171009;150000;58.3106000;58.3729000;58.2513000;58.3431000;15275
USDRUB;60;20171009;160000;58.3429000;58.3812000;58.2775000;58.3520000;13953
USDRUB;60;20171009;170000;58.3621000;58.4380000;58.2971000;58.4027000;11976
USDRUB;60;20171009;180000;58.3905000;58.4049000;58.2533000;58.3204000;13493
USDRUB;60;20171009;190000;58.2678000;58.3899000;58.2658000;58.3377000;14756
USDRUB;60;20171009;200000;58.3353000;58.4116000;58.2791000;58.3940000;15146
USDRUB;60;20171009;210000;58.4044000;58.5033000;58.3528000;58.4540000;16416
USDRUB;60;20171009;220000;58.4550000;58.4621000;58.2451000;58.3380000;13746
USDRUB;60;20171009;230000;58.3365000;58.3810000;58.2609000;58.3327000;10503
USDRUB;60;20171010;000000;58.3327000;58.3367000;58.2418000;58.3220000;6373
